Date,Category,Filename,Filepath,GitHub_URL,Hashtags,Caption,CustomCaption,Languages,Publish_Timestamp
2025-03-30 18:00:00,Black,KadhalThinamThinam085.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Black\KadhalThinamThinam085.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Black/KadhalThinamThinam085.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743337800
2025-03-31 18:00:00,Color,0003_Indigo_KadhalThinamThinam354.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Spectrum\0003_Indigo_KadhalThinamThinam354.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Spectrum/0003_Indigo_KadhalThinamThinam354.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743424200
2025-04-01 18:00:00,White,KadhalThinamThinam096.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\White\KadhalThinamThinam096.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/White/KadhalThinamThinam096.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743510600
2025-04-02 18:00:00,Black,KadhalThinamThinam088.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Black\KadhalThinamThinam088.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Black/KadhalThinamThinam088.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743597000
2025-04-03 18:00:00,Color,0004_Indigo_KadhalThinamThinam339.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Spectrum\0004_Indigo_KadhalThinamThinam339.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Spectrum/0004_Indigo_KadhalThinamThinam339.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743683400
2025-04-04 18:00:00,White,KadhalThinamThinam099.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\White\KadhalThinamThinam099.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/White/KadhalThinamThinam099.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743769800
2025-04-05 18:00:00,Black,KadhalThinamThinam090.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Black\KadhalThinamThinam090.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Black/KadhalThinamThinam090.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743856200
2025-04-06 18:00:00,Color,0005_Indigo_KadhalThinamThinam163.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Spectrum\0005_Indigo_KadhalThinamThinam163.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Spectrum/0005_Indigo_KadhalThinamThinam163.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1743942600
2025-04-07 18:00:00,White,KadhalThinamThinam105.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\White\KadhalThinamThinam105.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/White/KadhalThinamThinam105.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1744029000
2025-04-08 18:00:00,Black,KadhalThinamThinam092.png,f:\Quotes\InstaAutomation\KadhalThinamThinamInsta\Black\KadhalThinamThinam092.png,https://raw.githubusercontent.com/mr-php20/amiableWrites/refs/heads/main/Black/KadhalThinamThinam092.png,"#amiablewrites #kadhalthinamthinam #meendumorkadhalmazhai #karpanaiyokadhalvasam #peachhouseperson #Arivalan

#TamilKavithai #TamilPoetry #TamilLovePoems #KadhalKavithai #RomanticKavithai #TamilKadhal #TamilQuotes #TamilKadhalKavithaigal #RomanticQuotes #TamilKavithaigal #TamilLoveQuotes #TamilSadQuotes #TamilThathuvangal #TamilKavidhai #TamilPoems #TamilKavithaikal #TamilLoveStory #PoetryInTamil #LoveInTamil #TamilRomanticQuotes #TamilInstaPoetry #TamilQuoteLovers #InstaKavithai #KadhalInstagram","Save this poem as your little love reminder to brighten your day. If it touched your heart, leave a ❤, and share it with someone who needs to hear this. Let's spread love... save it, share it!

இக்கவிதையை உங்கள் நாளை சிறப்பாக்கும் காதல் நினைவாக சேமியுங்கள். இதன் உணர்வுகள் உங்கள் இதயத்தை தழுவி இருந்தால், ❤ கொடுக்கவும், இதை உணர வேண்டியவருடன் பகிரவும். காதலை பரப்புவோம்... சேமியுங்கள், பகிருங்கள்!",,"Tamil, English",1744115400
